Project,Bug_ID,Technique,Owner,Master_Status,Audit_Status,Target_Classes,Candidate_Files,Candidate_Packages,Target_Match_Files,Candidate_SHA256
Jsoup,59,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.Token,,,,
Jsoup,62,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,63,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder;org.jsoup.parser.Tokeniser,,,,
Jsoup,64,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,65,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder;org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,67,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder,,,,
Jsoup,68,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilder,,,,
Jsoup,71,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.PseudoTextElement;org.jsoup.select.Evaluator;org.jsoup.select.QueryParser,,,,
Jsoup,73,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.helper.W3CDom,,,,
Jsoup,75,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Attributes,,,,
Jsoup,76,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.HtmlTreeBuilderState,,,,
Jsoup,77,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.XmlTreeBuilder,,,,
Jsoup,79,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.LeafNode,,,,
Jsoup,80,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.parser.XmlTreeBuilder,,,,
Jsoup,84,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.helper.W3CDom,,,,
Jsoup,86,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.nodes.Comment,,,,
Jsoup,90,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.jsoup.helper.HttpConnection,,,,
JxPath,2,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.Expression,,,,
JxPath,3,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.beans.NullPropertyPointer,,,,
JxPath,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer;org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,,,,
JxPath,5,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.NodePointer,,,,
JxPath,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,,,,
JxPath,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThan;org.apache.commons.jxpath.ri.compiler.CoreOperationGreaterThanOrEqual;org.apache.commons.jxpath.ri.compiler.CoreOperationLessThan;org.apache.commons.jxpath.ri.compiler.CoreOperationLessThanOrEqual;org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,,,,
JxPath,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,,,,
JxPath,9,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare;org.apache.commons.jxpath.ri.compiler.CoreOperationEqual;org.apache.commons.jxpath.ri.compiler.CoreOperationNotEqual,,,,
JxPath,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,,,,
JxPath,11,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator;org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,,,,
JxPath,12,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,,,,
JxPath,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.NamespaceResolver;org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,,,,
JxPath,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreFunction,,,,
JxPath,15,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.axes.UnionContext,,,,
JxPath,16,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer;org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,,,,
JxPath,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator;org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator,,,,
JxPath,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.axes.AttributeContext,,,,
JxPath,19,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer;org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,,,,
JxPath,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,,,,
JxPath,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,,,,
JxPath,22,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,,,,
Lang,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.text.translate.LookupTranslator,,,,
Lang,5,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.LocaleUtils,,,,
Lang,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.text.translate.CharSequenceTranslator,,,,
Lang,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.SerializationUtils,,,,
Lang,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.StringUtils,,,,
Lang,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.text.translate.CharSequenceTranslator,,,,
Lang,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.StringUtils,,,,
Lang,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.time.DateUtils,,,,
Lang,29,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.SystemUtils,,,,
Lang,30,IPO (Native IPO),Member 1 — IPO,NO_SUITE,UNVERIFIED_IPO_CANDIDATE,org.apache.commons.lang3.StringUtils,Combinatorial_IPO\TestCode\Lang_30b\org\apache\commons\lang3\StringUtils_IPOTest.java,org.apache.commons.lang3,Combinatorial_IPO\TestCode\Lang_30b\org\apache\commons\lang3\StringUtils_IPOTest.java,c3c16ec0a4846a59cffa132351a68ff7f670161a0e86ac323f546f819b0dbf90
Lang,31,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.StringUtils,,,,
Lang,32,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.builder.HashCodeBuilder,,,,
Lang,34,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.builder.ToStringStyle,,,,
Lang,35,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.ArrayUtils,,,,
Lang,37,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang3.ArrayUtils,,,,
Lang,39,IPO (Native IPO),Member 1 — IPO,NO_SUITE,UNVERIFIED_IPO_CANDIDATE,org.apache.commons.lang3.StringUtils,Combinatorial_IPO\TestCode\Lang_39b\org\apache\commons\lang3\StringUtils_IPOTest.java,org.apache.commons.lang3,Combinatorial_IPO\TestCode\Lang_39b\org\apache\commons\lang3\StringUtils_IPOTest.java,523a3eaeba655884dbdb92e7f491ccb4172ae3a81fcc04eb9bc6142fd7f8c256
Lang,40,IPO (Native IPO),Member 1 — IPO,NO_SUITE,UNVERIFIED_IPO_CANDIDATE,org.apache.commons.lang.StringUtils,Combinatorial_IPO\TestCode\Lang_40b\org\apache\commons\lang\StringUtils_IPOTest.java,org.apache.commons.lang,Combinatorial_IPO\TestCode\Lang_40b\org\apache\commons\lang\StringUtils_IPOTest.java,a3dc3e9a687a9994744562f7785c5d9ec487119bf5d1f3e78a84e6b3b1553a01
Lang,42,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.Entities,,,,
Lang,43,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.text.ExtendedMessageFormat,,,,
Lang,46,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.StringEscapeUtils,,,,
Lang,47,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.text.StrBuilder,,,,
Lang,50,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.time.FastDateFormat,,,,
Lang,52,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.StringEscapeUtils,,,,
Lang,53,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.time.DateUtils,,,,
Lang,55,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.time.StopWatch,,,,
Lang,56,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.time.FastDateFormat,,,,
Lang,58,DeepSeek V4 Flash,Member 3 — AI,NO_SUITE,MATCHING_CANDIDATE_NOT_ADMITTED,org.apache.commons.lang.math.NumberUtils,Deepseek-v4_flash\TestCode\Lang_58b\NumberUtilsDeepseekTest.java,org.apache.commons.lang.math,Deepseek-v4_flash\TestCode\Lang_58b\NumberUtilsDeepseekTest.java,fdaddd90292e0eec8653af65c1e271df048974a168c66861cbb9e661395b6e30
Lang,58,Gemini 3.8 Flash,Member 3 — AI,NO_SUITE,MATCHING_CANDIDATE_NOT_ADMITTED,org.apache.commons.lang.math.NumberUtils,Gemini-3_8_flash\TestCode\Lang_58b\NumberUtilsGeminiTest.java,org.apache.commons.lang.math,Gemini-3_8_flash\TestCode\Lang_58b\NumberUtilsGeminiTest.java,d6cab2fe714cb7a7be8c53de0232a8ac4647c463e40039c70391f01f2d9297e8
Lang,59,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.text.StrBuilder,,,,
Lang,60,IPO (Native IPO),Member 1 — IPO,NO_SUITE,UNVERIFIED_IPO_CANDIDATE,org.apache.commons.lang.text.StrBuilder,Combinatorial_IPO\TestCode\Lang_60b\org\apache\commons\lang\text\StrBuilder_IPOTest.java,org.apache.commons.lang.text,Combinatorial_IPO\TestCode\Lang_60b\org\apache\commons\lang\text\StrBuilder_IPOTest.java,99d349d2873127cb2352bc3a2789fc5d7b076d9ab7c8c2eafd301ead2556144e
Lang,61,IPO (Native IPO),Member 1 — IPO,NO_SUITE,UNVERIFIED_IPO_CANDIDATE,org.apache.commons.lang.text.StrBuilder,Combinatorial_IPO\TestCode\Lang_61b\org\apache\commons\lang\text\StrBuilder_IPOTest.java,org.apache.commons.lang.text,Combinatorial_IPO\TestCode\Lang_61b\org\apache\commons\lang\text\StrBuilder_IPOTest.java,6c1bfdd73de1c4bc78fc5afbec38da2a2d382b9f1ec1460d36e2a87972e9811a
Lang,62,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.Entities,,,,
Lang,64,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.enums.ValuedEnum,,,,
Lang,65,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.lang.time.DateUtils,,,,
Math,4,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine,,,,
Math,6,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,,,,
Math,7,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.ode.AbstractIntegrator,,,,
Math,8,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.distribution.DiscreteDistribution,,,,
Math,9,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.geometry.euclidean.threed.Line,,,,
Math,9,DeepSeek V4 Flash,Member 3 — AI,NO_SUITE,MATCHING_CANDIDATE_NOT_ADMITTED,org.apache.commons.math3.geometry.euclidean.threed.Line,Deepseek-v4_flash\TestCode\Math_9b\LineDeepseekTest.java,org.apache.commons.math3.geometry.euclidean.threed,Deepseek-v4_flash\TestCode\Math_9b\LineDeepseekTest.java,f03521a79759430eddbfa34153ebb182135d8940ddd4ddd96161e05a3047c0a1
Math,9,Gemini 3.8 Flash,Member 3 — AI,NO_SUITE,MATCHING_CANDIDATE_NOT_ADMITTED,org.apache.commons.math3.geometry.euclidean.threed.Line,Gemini-3_8_flash\TestCode\Math_9b\LineGeminiTest.java,org.apache.commons.math3.geometry.euclidean.threed,Gemini-3_8_flash\TestCode\Math_9b\LineGeminiTest.java,24d7b8467dccb8387e9118a946e8a44df6a7e674bd4b1d73135a8fe1f7d6af59
Math,10,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.analysis.differentiation.DSCompiler,,,,
Math,12,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.random.BitsStreamGenerator,,,,
Math,13,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,,,,
Math,13,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,,,,
Math,13,DeepSeek V4 Flash,Member 3 — AI,NO_SUITE,TARGET_MISMATCH_CANDIDATE,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,Deepseek-v4_flash\TestCode\Math_13b\AbstractLeastSquaresOptimizerDeepseekTest.java,org.apache.commons.math3.optim.nonlinear.vector.jacobian,,76a54746ab1ff13425ad27bfffc8b0e358160ed0220a9986196f016c5929b68f
Math,13,Gemini 3.8 Flash,Member 3 — AI,NO_SUITE,TARGET_MISMATCH_CANDIDATE,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,Gemini-3_8_flash\TestCode\Math_13b\AbstractLeastSquaresOptimizerGeminiTest.java,org.apache.commons.math3.optim.nonlinear.vector.jacobian,,95b4b2bb06b7c25e21829ba0f6e6f02b85deda8a8ee2861207f35d1ca86a7332
Math,14,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight,,,,
Math,17,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.dfp.Dfp,,,,
Math,18,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.direct.CMAESOptimizer,,,,
Math,19,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.direct.CMAESOptimizer,,,,
Math,20,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.direct.CMAESOptimizer,,,,
Math,21,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,,,,
Math,23,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.univariate.BrentOptimizer,,,,
Math,24,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.univariate.BrentOptimizer,,,,
Math,25,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.fitting.HarmonicFitter,,,,
Math,28,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.linear.SimplexSolver,,,,
Math,30,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.stat.inference.MannWhitneyUTest,,,,
Math,31,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.util.ContinuedFraction,,,,
Math,31,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.util.ContinuedFraction,,,,
Math,32,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,,,,
Math,33,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.optimization.linear.SimplexTableau,,,,
Math,34,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math3.genetics.ListPopulation,,,,
Math,38,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.direct.BOBYQAOptimizer,,,,
Math,39,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,,,,
Math,40,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,,,,
Math,42,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.linear.SimplexTableau,,,,
Math,43,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.descriptive.SummaryStatistics,,,,
Math,44,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.ode.AbstractIntegrator,,,,
Math,48,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BaseSecantSolver,,,,
Math,50,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BaseSecantSolver,,,,
Math,51,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BaseSecantSolver,,,,
Math,54,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.dfp.Dfp,,,,
Math,57,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.clustering.KMeansPlusPlusClusterer,,,,
Math,58,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.fitting.GaussianFitter,,,,
Math,60,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.distribution.NormalDistributionImpl,,,,
Math,62,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,,,,
Math,64,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,,,,
Math,65,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer,,,,
Math,66,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.univariate.BrentOptimizer,,,,
Math,67,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer,,,,
Math,68,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,,,,
Math,70,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BisectionSolver,,,,
Math,71,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator;org.apache.commons.math.ode.nonstiff.RungeKuttaIntegrator,,,,
Math,72,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BrentSolver,,,,
Math,73,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.solvers.BrentSolver,,,,
Math,74,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,,,,
Math,75,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.Frequency,,,,
Math,78,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.ode.events.EventState,,,,
Math,82,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.linear.SimplexSolver,,,,
Math,83,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.linear.SimplexTableau,,,,
Math,84,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.direct.MultiDirectional,,,,
Math,86,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.linear.CholeskyDecompositionImpl,,,,
Math,87,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.linear.SimplexTableau,,,,
Math,88,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.optimization.linear.SimplexTableau,,,,
Math,89,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.Frequency,,,,
Math,90,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.Frequency,,,,
Math,97,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.analysis.BrentSolver,,,,
Math,100,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.estimation.AbstractEstimator,,,,
Math,101,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.complex.ComplexFormat,,,,
Math,103,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.distribution.NormalDistributionImpl,,,,
Math,104,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.special.Gamma,,,,
Math,105,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.stat.regression.SimpleRegression,,,,
Math,106,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.apache.commons.math.fraction.ProperFractionFormat,,,,
Mockito,1,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,1,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.invocation.InvocationMatcher,,,,
Mockito,2,IPO (Native IPO),Member 1 — IPO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.Timer,,,,
Mockito,2,MIO (EvoSuite SBST),Member 2 — MIO,NO_SUITE,NO_JAVA_CANDIDATE,org.mockito.internal.util.Timer,,,,
