Project,Bug_ID,Technique,Target_Classes,Suite_Available,Test_Files,Suite_SHA256,Inventory_Status,Error_Detail
Math,1,Gemini 3.8 Flash,org.apache.commons.math3.fraction.BigFraction;org.apache.commons.math3.fraction.Fraction,YES,BigFractionGeminiTest.java;FractionGeminiTest.java,2f3a4432eb98ccaf5b87a1a62dcf334c730619ad247a2b2056aa3ec38d29a5d3,READY,
Math,2,IPO (Native IPO),org.apache.commons.math3.distribution.HypergeometricDistribution,YES,HypergeometricDistribution_IPOTest.java,2c5da4aba2debd1c123ddcbe5277ff20f4857f9818d02f4890c0b83e45ccf2b6,READY,
Math,2,MIO (EvoSuite SBST),org.apache.commons.math3.distribution.HypergeometricDistribution,YES,HypergeometricDistribution_ESTest.java,e450e27c13e35381d798caa7c27ce121274ed5af78fff7a9d490f9823d000235,READY,
Math,2,DeepSeek V4 Flash,org.apache.commons.math3.distribution.HypergeometricDistribution,YES,HypergeometricDistributionDeepseekTest.java,08e59ee02a73520aed60d5ee05172b4c16f608620d00897a71e023266d482c24,READY,
Math,2,Gemini 3.8 Flash,org.apache.commons.math3.distribution.HypergeometricDistribution,YES,HypergeometricDistributionGeminiTest.java,297e602996919b9f7b453adacbc1a0baa1ce40868d602037877cc69c1c8b9f3f,READY,
Math,3,IPO (Native IPO),org.apache.commons.math3.util.MathArrays,YES,MathArrays_IPOTest.java,71c8e1b8523d58e355ed753feb4e2a0869a42df762fde32aaecba375d86a0f0e,READY,
Math,3,MIO (EvoSuite SBST),org.apache.commons.math3.util.MathArrays,YES,MathArrays_ESTest.java,f7b8c251e2894b8947d33bbdea672c8299b65deaa1b7a7dc0e35bed11baae28c,READY,
Math,3,DeepSeek V4 Flash,org.apache.commons.math3.util.MathArrays,YES,MathArraysDeepseekTest.java,9da2be2fdfd6324732d6f1f2a86b2e9f3a79cf0c8c0c9152040675eb8331dd58,READY,
Math,3,Gemini 3.8 Flash,org.apache.commons.math3.util.MathArrays,YES,MathArraysGeminiTest.java,8437dbe584e5befb16874fdbb051683cf38999d51687729ada781d631d259e00,READY,
Math,4,IPO (Native IPO),org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine,NO,,,NO_SUITE,
Math,4,MIO (EvoSuite SBST),org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine,YES,SubLine_ESTest.java,11d5175063be749f0e98262b2808f62aa3dae1f01592276e077277b421f73eb6,READY,
Math,4,DeepSeek V4 Flash,org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine,YES,SubLineDeepseekTest.java,7d6c73ef3d3c9ad3d66d2bb33c7f7fa0cc3b9f366d5ba5d449a07d6a8e7357c0,READY,
Math,4,Gemini 3.8 Flash,org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine,YES,SubLineGeminiTest.java,f0a8957d6ddf502d8b7710c608cf5ebb3b97c6730ebb9facd39ac406ef78d9bb,READY,
Math,5,IPO (Native IPO),org.apache.commons.math3.complex.Complex,YES,Complex_IPOTest.java,9649bcb718df8afe9e7eb6c988c2ff56951fcffc81715c8a7d779e3e40d8b323,READY,
Math,5,MIO (EvoSuite SBST),org.apache.commons.math3.complex.Complex,YES,Complex_ESTest.java,a8291792374c84f751ceaea3d197ebc924f4262d92688134e68bee1014a4af36,READY,
Math,5,DeepSeek V4 Flash,org.apache.commons.math3.complex.Complex,YES,ComplexDeepseekTest.java,e14860d1e742407b2f0cd4f4960cfe48e7822049536f9071e9c00e7f307d6091,READY,
Math,5,Gemini 3.8 Flash,org.apache.commons.math3.complex.Complex,YES,ComplexGeminiTest.java,4a1c2c10201d65655b724f227b390775371f5513098d8d5d05363b136fa9eadb,READY,
Math,6,IPO (Native IPO),org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,NO,,,NO_SUITE,
Math,6,MIO (EvoSuite SBST),org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,YES,BaseOptimizer_ESTest.java;CMAESOptimizer_ESTest.java;GaussNewtonOptimizer_ESTest.java;LevenbergMarquardtOptimizer_ESTest.java;NonLinearConjugateGradientOptimizer_ESTest.java;PowellOptimizer_ESTest.java;SimplexOptimizer_ESTest.java,e76e75cc31e71798ac8de4755207a07e62d8a2485d07bf046d59a0c3413f0098,READY,
Math,6,DeepSeek V4 Flash,org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,YES,BaseOptimizerDeepseekTest.java;CMAESOptimizerDeepseekTest.java;GaussNewtonOptimizerDeepseekTest.java;LevenbergMarquardtOptimizerDeepseekTest.java;NonLinearConjugateGradientOptimizerDeepseekTest.java;PowellOptimizerDeepseekTest.java;SimplexOptimizerDeepseekTest.java,3dea6d17b08b85967f296f7e37a59524bbdd408cc7db9ea7ebc75f34ecc91fea,READY,
Math,6,Gemini 3.8 Flash,org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer,YES,BaseOptimizerGeminiTest.java;CMAESOptimizerGeminiTest.java;GaussNewtonOptimizerGeminiTest.java;LevenbergMarquardtOptimizerGeminiTest.java;NonLinearConjugateGradientOptimizerGeminiTest.java;PowellOptimizerGeminiTest.java;SimplexOptimizerGeminiTest.java,2f834b5bf2322decd4102412f0f0bfa4c89f250ccdda594b9b6acc3cb865a6a8,READY,
Math,7,IPO (Native IPO),org.apache.commons.math3.ode.AbstractIntegrator,NO,,,NO_SUITE,
Math,7,MIO (EvoSuite SBST),org.apache.commons.math3.ode.AbstractIntegrator,YES,AbstractIntegrator_ESTest.java,cc0b4b9169f86ed06d2d50fd5a9737c52db1fd60fe9dfd0d89cd8c976d4b8a35,READY,
Math,7,DeepSeek V4 Flash,org.apache.commons.math3.ode.AbstractIntegrator,YES,AbstractIntegratorDeepseekTest.java,5f8bc3fa244992fc7a698a30dfd681cdb58c84327e690822f1c26d8b2ef3f1e2,READY,
Math,7,Gemini 3.8 Flash,org.apache.commons.math3.ode.AbstractIntegrator,YES,AbstractIntegratorGeminiTest.java,ec500963c29a62ed28d70f7d8d1f54393d00643120a956335de88f5f2d857281,READY,
Math,8,IPO (Native IPO),org.apache.commons.math3.distribution.DiscreteDistribution,NO,,,NO_SUITE,
Math,8,MIO (EvoSuite SBST),org.apache.commons.math3.distribution.DiscreteDistribution,YES,DiscreteDistribution_ESTest.java,5dd6ac708ff319dd3fed21aca5413c5778004b0da6c1dd35e5cbcd2d67851388,READY,
Math,8,DeepSeek V4 Flash,org.apache.commons.math3.distribution.DiscreteDistribution,YES,DiscreteDistributionDeepseekTest.java,7f57202d3d587685a18d67fb79222cbc341754ba5c0fc9f66088140d5fc13db5,READY,
Math,8,Gemini 3.8 Flash,org.apache.commons.math3.distribution.DiscreteDistribution,YES,DiscreteDistributionGeminiTest.java,95a99ff09c2d05effb74a6ee626671288aaedf6d0a72593d6aee5ab4317801f0,READY,
Math,9,IPO (Native IPO),org.apache.commons.math3.geometry.euclidean.threed.Line,NO,,,NO_SUITE,
Math,9,MIO (EvoSuite SBST),org.apache.commons.math3.geometry.euclidean.threed.Line,YES,Line_ESTest.java,c6bd62da4df37f040414d42a337a9aeb7e2d453b122c54964398cdf5b0339df9,READY,
Math,9,DeepSeek V4 Flash,org.apache.commons.math3.geometry.euclidean.threed.Line,NO,,,NO_SUITE,
Math,9,Gemini 3.8 Flash,org.apache.commons.math3.geometry.euclidean.threed.Line,NO,,,NO_SUITE,
Math,10,IPO (Native IPO),org.apache.commons.math3.analysis.differentiation.DSCompiler,NO,,,NO_SUITE,
Math,10,MIO (EvoSuite SBST),org.apache.commons.math3.analysis.differentiation.DSCompiler,YES,DSCompiler_ESTest.java,a153eda8704ba952d5ac6006ee39c60bbd464c8ddce49d7c953cfe8a5e342b0e,READY,
Math,10,DeepSeek V4 Flash,org.apache.commons.math3.analysis.differentiation.DSCompiler,YES,DSCompilerDeepseekTest.java,719c36384efae012237041337933c299c3e4114c910654b86b46be16ca9fb554,READY,
Math,10,Gemini 3.8 Flash,org.apache.commons.math3.analysis.differentiation.DSCompiler,YES,DSCompilerGeminiTest.java,26b88f40a04a5fe8e6a0991de332ee1041b329b1580acc4cdb71f82fb2ac0831,READY,
Math,11,IPO (Native IPO),org.apache.commons.math3.distribution.MultivariateNormalDistribution,YES,MultivariateNormalDistribution_IPOTest.java,148b36852075a49223ec2445d99edcacdcd273d38fd15d922f9ed63d1fa4a2f7,READY,
Math,11,MIO (EvoSuite SBST),org.apache.commons.math3.distribution.MultivariateNormalDistribution,YES,MultivariateNormalDistribution_ESTest.java,af0477a8767413ce21d1f0c8c5face61a88ed0b4a034ca17884af3fe60bccb11,READY,
Math,11,DeepSeek V4 Flash,org.apache.commons.math3.distribution.MultivariateNormalDistribution,YES,MultivariateNormalDistributionDeepseekTest.java,f7f256d82fcd9bdf0b5e2df6bf54fc930ad02de911cc5cf595359051766889e2,READY,
Math,11,Gemini 3.8 Flash,org.apache.commons.math3.distribution.MultivariateNormalDistribution,YES,MultivariateNormalDistributionGeminiTest.java,8baff6c7549102de63a0ed3c4a158492655e2e0747ee1974ecf5ce87d55ccbec,READY,
Math,12,IPO (Native IPO),org.apache.commons.math3.random.BitsStreamGenerator,NO,,,NO_SUITE,
Math,12,MIO (EvoSuite SBST),org.apache.commons.math3.random.BitsStreamGenerator,YES,BitsStreamGenerator_ESTest.java,2432954dea64e54b340bf969562439ef7474d3ea756115946d481198f5874c5f,READY,
Math,12,DeepSeek V4 Flash,org.apache.commons.math3.random.BitsStreamGenerator,YES,BitsStreamGeneratorDeepseekTest.java,d305b0bfa0039ba0f4baf104f4d260880cc13cb0720e32f630345f02ae118619,READY,
Math,12,Gemini 3.8 Flash,org.apache.commons.math3.random.BitsStreamGenerator,YES,BitsStreamGeneratorGeminiTest.java,7ef3220007938a1432288a3c7315aac45df40120b667fafaf21853109c480601,READY,
Math,13,IPO (Native IPO),org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,NO,,,NO_SUITE,
Math,13,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,NO,,,NO_SUITE,
Math,13,DeepSeek V4 Flash,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,NO,,,NO_SUITE,
Math,13,Gemini 3.8 Flash,org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,NO,,,NO_SUITE,
Math,14,IPO (Native IPO),org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight,NO,,,NO_SUITE,
Math,14,MIO (EvoSuite SBST),org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight,YES,AbstractLeastSquaresOptimizer_ESTest.java;Weight_ESTest.java,26f20e374f0480f1d495d5faaf7564a440327cda3f23bdf2fb02da76959c47ae,READY,
Math,14,DeepSeek V4 Flash,org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight,YES,AbstractLeastSquaresOptimizerDeepseekTest.java;WeightDeepseekTest.java,7f92dc76de0bd3e405703c9370f22d7c91e0fa239c636214aaebf367a8b65459,READY,
Math,14,Gemini 3.8 Flash,org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight,YES,AbstractLeastSquaresOptimizerGeminiTest.java;WeightGeminiTest.java,2a2810f17a798a4f2b838826bea454b1c67a79119f4a8c4295eee936e9e3feea,READY,
Math,15,IPO (Native IPO),org.apache.commons.math3.util.FastMath,YES,FastMath_IPOTest.java,ee9108a6ddfd250de0b434afd528ae3c1fae70ceabe59a52b10f0c3a2e1f0255,READY,
Math,15,MIO (EvoSuite SBST),org.apache.commons.math3.util.FastMath,YES,FastMath_ESTest.java,f6114ac518ead0c1318c57b8442ee7147e90f961229949a658595753c8646e30,READY,
Math,15,DeepSeek V4 Flash,org.apache.commons.math3.util.FastMath,YES,FastMathDeepseekTest.java,a9071fee092e18eee74ae7d7075f4398317796da883332b9aae001c4b1ea1213,READY,
Math,15,Gemini 3.8 Flash,org.apache.commons.math3.util.FastMath,YES,FastMathGeminiTest.java,8687414113f9c9c671f0b165fda8f65a0e53f2266aad0d78ea25b0d737745870,READY,
Math,16,IPO (Native IPO),org.apache.commons.math3.util.FastMath,YES,FastMath_IPOTest.java,ee9108a6ddfd250de0b434afd528ae3c1fae70ceabe59a52b10f0c3a2e1f0255,READY,
Math,16,MIO (EvoSuite SBST),org.apache.commons.math3.util.FastMath,YES,FastMath_ESTest.java,6d862a2fbfe5bdd034a04ed12eb53df471d35e95f2c383087ae5f4c72f209ac9,READY,
Math,16,DeepSeek V4 Flash,org.apache.commons.math3.util.FastMath,YES,FastMathDeepseekTest.java,7f6e1dfdfa886fe14ff551b598b496a4c81a7b30aa16353340cc0c82069cba13,READY,
Math,16,Gemini 3.8 Flash,org.apache.commons.math3.util.FastMath,YES,FastMathGeminiTest.java,8ecae0c7781b4c580555f2ddb096d0f0140f42a93f7889ec9bff791a709185d0,READY,
Math,17,IPO (Native IPO),org.apache.commons.math3.dfp.Dfp,NO,,,NO_SUITE,
Math,17,MIO (EvoSuite SBST),org.apache.commons.math3.dfp.Dfp,YES,Dfp_ESTest.java,a5996d6de084ad912fda175e8872e00d012cf9ce721afbacce02eefb662409cb,READY,
Math,17,DeepSeek V4 Flash,org.apache.commons.math3.dfp.Dfp,YES,DfpDeepseekTest.java,47afc339fe3e59a1fe64dc295e8c45c516b2f2c95cc10d1d942bb5d84d92458f,READY,
Math,17,Gemini 3.8 Flash,org.apache.commons.math3.dfp.Dfp,YES,DfpGeminiTest.java,3bbf67993dffcd40ce9f48c22c093390775e587519dcfba00edefae38c59dc3d,READY,
Math,18,IPO (Native IPO),org.apache.commons.math3.optimization.direct.CMAESOptimizer,NO,,,NO_SUITE,
Math,18,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizer_ESTest.java,01f7c1fe7ca60f847ab66e561f7addf0606ce43859ca31ccf9af9f90d86e0dce,READY,
Math,18,DeepSeek V4 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerDeepseekTest.java,fedf4eecb2b3b6f69383a06f0c3a5f1702c96e14e33230ba6cd242518218550c,READY,
Math,18,Gemini 3.8 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerGeminiTest.java,41beefba7bc835a5001f771a3e82969ad3d2fe5e394e70ed0ecc2d34b05c918f,READY,
Math,19,IPO (Native IPO),org.apache.commons.math3.optimization.direct.CMAESOptimizer,NO,,,NO_SUITE,
Math,19,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizer_ESTest.java,4a50c76744efe99cb793f023d64efcd1430cc6613e42901bcf8fabd7cb710f57,READY,
Math,19,DeepSeek V4 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerDeepseekTest.java,3637a43c55ca19a474fbb4a072f019e53fbe8ba8a26fa16a508e1f2822fd6880,READY,
Math,19,Gemini 3.8 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerGeminiTest.java,c909aa181c7d92efd0c54b22237f8a80c99f2e66277b5a136cd3adfadda8ade5,READY,
Math,20,IPO (Native IPO),org.apache.commons.math3.optimization.direct.CMAESOptimizer,NO,,,NO_SUITE,
Math,20,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizer_ESTest.java,181eb249cf06bd385bb51b851825f1000d835a4d9ce8e192b931ff4c1e233221,READY,
Math,20,DeepSeek V4 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerDeepseekTest.java,db99e35b26b28689e01560ee225933695411e69c62f20f848b85e5725c0e25b0,READY,
Math,20,Gemini 3.8 Flash,org.apache.commons.math3.optimization.direct.CMAESOptimizer,YES,CMAESOptimizerGeminiTest.java,de7228efac8233cda3d7dd66fac82af85779171719db6caff6e2cf07168a1224,READY,
Math,21,IPO (Native IPO),org.apache.commons.math3.linear.RectangularCholeskyDecomposition,NO,,,NO_SUITE,
Math,21,MIO (EvoSuite SBST),org.apache.commons.math3.linear.RectangularCholeskyDecomposition,YES,RectangularCholeskyDecomposition_ESTest.java,b01f013e533194886732f381ca019c886dfdf291cc4ae108ff6409451ebd9d12,READY,
Math,21,DeepSeek V4 Flash,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,YES,RectangularCholeskyDecompositionDeepseekTest.java,a88199af168d8ac1b69bbcab8b985c5124a8c95040ec1f94b1b3cfcdb5a75ff8,READY,
Math,21,Gemini 3.8 Flash,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,YES,RectangularCholeskyDecompositionGeminiTest.java,7400588c1ddde80886298304a17ea0b3f913d925b73716a4b3c3530e8bd6415e,READY,
Math,22,IPO (Native IPO),org.apache.commons.math3.distribution.FDistribution;org.apache.commons.math3.distribution.UniformRealDistribution,YES,FDistribution_IPOTest.java,29e59717761f24ca8682f5ae458fef072bae03acc6a6c35c42e08e7adeeb0bd8,READY,
Math,22,MIO (EvoSuite SBST),org.apache.commons.math3.distribution.FDistribution;org.apache.commons.math3.distribution.UniformRealDistribution,YES,FDistribution_ESTest.java;UniformRealDistribution_ESTest.java,85926264f20808e5783775715a3252ae52e3c4a063b97c819392a044998e5d94,READY,
Math,22,DeepSeek V4 Flash,org.apache.commons.math3.distribution.FDistribution;org.apache.commons.math3.distribution.UniformRealDistribution,YES,FDistributionDeepseekTest.java;UniformRealDistributionDeepseekTest.java,603afdaf8c04f48363a179078ef5c204102ab99a264c110b8439dc77e603977b,READY,
Math,22,Gemini 3.8 Flash,org.apache.commons.math3.distribution.FDistribution;org.apache.commons.math3.distribution.UniformRealDistribution,YES,FDistributionGeminiTest.java;UniformRealDistributionGeminiTest.java,2bd0c2796b1d93719f1eb0418a3666508cb982389cef22d15ce63429c605a5b9,READY,
Math,23,IPO (Native IPO),org.apache.commons.math3.optimization.univariate.BrentOptimizer,NO,,,NO_SUITE,
Math,23,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizer_ESTest.java,4b5d6d6f326401b85e453ee6fa3b4c183f18348d23fe8c51e5f8bdba8b94f94a,READY,
Math,23,DeepSeek V4 Flash,org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizerDeepseekTest.java,f47b0ae4a53b771576af16eea4087c0d84e6ed36ff91b5321703d154df2313a9,READY,
Math,23,Gemini 3.8 Flash,org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizerGeminiTest.java,f05b3030f6e52ee6aa3dd2b723170fd6d8768ce299abd0db8ddc1bf0c0ad962d,READY,
Math,24,IPO (Native IPO),org.apache.commons.math3.optimization.univariate.BrentOptimizer,NO,,,NO_SUITE,
Math,24,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizer_ESTest.java,d35d431e43fdab05511bf0b9a687b8e7ad9fa576fa19664790def0c4bcd6e34f,READY,
Math,24,DeepSeek V4 Flash,org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizerDeepseekTest.java,c5e7b0cf22dfbe3dadb3f72fc86bdedfb640d5b472cff1498f24ba0e3d7e02cc,READY,
Math,24,Gemini 3.8 Flash,org.apache.commons.math3.optimization.univariate.BrentOptimizer,YES,BrentOptimizerGeminiTest.java,6520724212c6367cf717aa152e070a2e62dbe1ce093333273bb2eba7a840ef35,READY,
Math,25,IPO (Native IPO),org.apache.commons.math3.optimization.fitting.HarmonicFitter,NO,,,NO_SUITE,
Math,25,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.fitting.HarmonicFitter,YES,HarmonicFitter_ESTest.java,e6aa1cad9b16115d350aaaa1d0585510c3c8f301604b12c8d404c795090e926f,READY,
Math,25,DeepSeek V4 Flash,org.apache.commons.math3.optimization.fitting.HarmonicFitter,YES,HarmonicFitterDeepseekTest.java,31400401eafd5e12084913e18b24acac495d7cc18f500370c1cfcb47c9bb055d,READY,
Math,25,Gemini 3.8 Flash,org.apache.commons.math3.optimization.fitting.HarmonicFitter,YES,HarmonicFitterGeminiTest.java,3f092301b840f136a2d4b0b38900613c73f50bc361d571b7e563992aeaeade32,READY,
Math,26,IPO (Native IPO),org.apache.commons.math3.fraction.Fraction,YES,Fraction_IPOTest.java,14524f533b36870ba1e3e1dadb0e2c38f12868358f688f8f694e6fb77a4fc10d,READY,
Math,26,MIO (EvoSuite SBST),org.apache.commons.math3.fraction.Fraction,YES,Fraction_ESTest.java,5a0e81d6e0dc44526a3af2ad09abef74bc39bd73e021d18cded7eb09d46196b1,READY,
Math,26,DeepSeek V4 Flash,org.apache.commons.math3.fraction.Fraction,YES,FractionDeepseekTest.java,c40e9130b70762b01a843f6ff040e3c4fa73f1bc7ce3a06f95c1f710fdb8eb16,READY,
Math,26,Gemini 3.8 Flash,org.apache.commons.math3.fraction.Fraction,YES,FractionGeminiTest.java,c1709374e1084076f2813ff2f8360ec837741a9f688b37501370de81ce9caaa8,READY,
Math,27,IPO (Native IPO),org.apache.commons.math3.fraction.Fraction,YES,Fraction_IPOTest.java,14524f533b36870ba1e3e1dadb0e2c38f12868358f688f8f694e6fb77a4fc10d,READY,
Math,27,MIO (EvoSuite SBST),org.apache.commons.math3.fraction.Fraction,YES,Fraction_ESTest.java,442152b8fbc17818f071d6e54c52420d4ccc8d96f8e72601f098ac502053c1ae,READY,
Math,27,DeepSeek V4 Flash,org.apache.commons.math3.fraction.Fraction,YES,FractionDeepseekTest.java,cebb3f4b13f0debbab7a6a5183004ac5f8fa95f2e962abd12cee4494f24a3d30,READY,
Math,27,Gemini 3.8 Flash,org.apache.commons.math3.fraction.Fraction,YES,FractionGeminiTest.java,caf9cf4644ee7a752136745d0a7cc3cef947a70a3b2a1c9d3136dd6235b0d551,READY,
Math,28,IPO (Native IPO),org.apache.commons.math3.optimization.linear.SimplexSolver,NO,,,NO_SUITE,
Math,28,MIO (EvoSuite SBST),org.apache.commons.math3.optimization.linear.SimplexSolver,YES,SimplexSolver_ESTest.java,4289076c647fac482381930d27519cbd032f6932e5f6075cd894f2698b2f4640,READY,
Math,28,DeepSeek V4 Flash,org.apache.commons.math3.optimization.linear.SimplexSolver,YES,SimplexSolverDeepseekTest.java,afd3851e7e1abd6c80874262c6a05a3eada6590d3163f097e8af30f2fa297e11,READY,
Math,28,Gemini 3.8 Flash,org.apache.commons.math3.optimization.linear.SimplexSolver,YES,SimplexSolverGeminiTest.java,bdac01a1261b2db5d3ecae7af374605dd8873867536b15b3760767a1cd6740cb,READY,
Math,29,IPO (Native IPO),org.apache.commons.math3.linear.OpenMapRealVector,YES,OpenMapRealVector_IPOTest.java,c215d0f750da5781fb2b328d49404c31be8f15db901b4fd8090cbae6e30d31a1,READY,
Math,29,MIO (EvoSuite SBST),org.apache.commons.math3.linear.OpenMapRealVector,YES,OpenMapRealVector_ESTest.java,6f4574dc8fcad12c4862a627150cd60d9f83bd88653d2bbc24f29a9ce5d0374c,READY,
Math,29,DeepSeek V4 Flash,org.apache.commons.math3.linear.OpenMapRealVector,YES,OpenMapRealVectorDeepseekTest.java,97c46bff96a958ddec8f1bc26a9d01be6fb6532b1800d01a3ada571ad208b838,READY,
Math,29,Gemini 3.8 Flash,org.apache.commons.math3.linear.OpenMapRealVector,YES,OpenMapRealVectorGeminiTest.java,ea39400396e36b7b19c32ba0a82a2dd5d0b30f35f349436792a640900a147e27,READY,
Math,30,IPO (Native IPO),org.apache.commons.math3.stat.inference.MannWhitneyUTest,NO,,,NO_SUITE,
Math,30,MIO (EvoSuite SBST),org.apache.commons.math3.stat.inference.MannWhitneyUTest,YES,MannWhitneyUTest_ESTest.java,6746b3d1f2077a10ac1d5a6fa66ba73ba0d16c01e95c6ab2da297cfe27389d98,READY,
Math,30,DeepSeek V4 Flash,org.apache.commons.math3.stat.inference.MannWhitneyUTest,YES,MannWhitneyUTestDeepseekTest.java,e77209251a464de36c42deadc725d1fbc7f96b2b66901e7cda50bde37c291771,READY,
Math,30,Gemini 3.8 Flash,org.apache.commons.math3.stat.inference.MannWhitneyUTest,YES,MannWhitneyUTestGeminiTest.java,b501a9d7471201d1d0b8e22cf1f3a3a2917f224671bcc52803a3fb0c9ffa63d9,READY,
Math,31,IPO (Native IPO),org.apache.commons.math3.util.ContinuedFraction,NO,,,NO_SUITE,
Math,31,MIO (EvoSuite SBST),org.apache.commons.math3.util.ContinuedFraction,NO,,,NO_SUITE,
Math,31,DeepSeek V4 Flash,org.apache.commons.math3.util.ContinuedFraction,YES,ContinuedFractionDeepseekTest.java,df6a5553178a27abbbb3248ac24fa0113c36b42a8c29c723fda7bc554dc551de,READY,
Math,31,Gemini 3.8 Flash,org.apache.commons.math3.util.ContinuedFraction,YES,ContinuedFractionGeminiTest.java,ff668f9e6fc611febdf88a1c610292e2535c0685b00eeee45a7d68004599d5c0,READY,
Math,32,IPO (Native IPO),org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,NO,,,NO_SUITE,
Math,32,MIO (EvoSuite SBST),org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,YES,PolygonsSet_ESTest.java,a0986bc5d7400cd4c79ab12aff8bfbc0362bdf97601cfe5211302ec0e22b9122,READY,
Math,32,DeepSeek V4 Flash,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,YES,PolygonsSetDeepseekTest.java,2126d36a45132821ab9fe58ae162690ec1c86ecda09942b440220e157258d4e4,READY,
